
Fall2021-2022(202210),12304,NFSC,265,1,FoodChemistry,3,3,AG,16,14,1000,1050,AGRIC,205,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Imad,Toufeili,,,
Fall2021-2022(202210),12305,NFSC,267,1,FoodAnalysis,2,2,AG,12,0,1100,1358,AGRIC,417,.,T,.,.,.,.,.,1400,1450,AGRIC,205,M,.,.,.,.,.,.,Basma,Diryan,,,
Fall2021-2022(202210),12306,NFSC,267,2,FoodAnalysis,2,2,AG,12,0,1100,1358,AGRIC,417,.,.,.,R,.,.,.,1400,1450,AGRIC,205,M,.,.,.,.,.,.,Basma,Diryan,,,
Fall2021-2022(202210),12307,NFSC,274,1,HumanNutrition&Metabolism,3,3,AG,28,12,0900,0950,AGRIC,205,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Fall2021-2022(202210),12308,NFSC,277,1,FoodMicrobiologyI,3,3,AG,40,-10,1430,1545,AGRIC,102,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christelle,Iskandar,,,
Fall2021-2022(202210),12309,NFSC,279,1,Med.Nut.TherapyLab.IforNDCP,1,1,AG,7,8,1000,1230,AGRIC,210,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,MarieClaire,Chamieh,,,
Fall2021-2022(202210),12310,NFSC,282,1,FoodQualityManagement,3,3,AG,27,0,1100,1215,AGRIC,205,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christelle,Iskandar,,,
Fall2021-2022(202210),12311,NFSC,282,2,FoodQualityManagement,3,3,AG,20,5,0845,0958,.,.,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Reem,Hamzeh,,,
Fall2021-2022(202210),12312,NFSC,283,1,NutritionEducation&Communic,3,3,AG,7,8,1400,1658,AGRIC,310,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Fall2021-2022(202210),12313,NFSC,284A,1,SeminarinClinicalDietetics,1,1,AG,7,8,1300,1358,AGRIC,310,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,MarieClaire,Chamieh,,,
Fall2021-2022(202210),12314,NFSC,287,1,FoodProcessing,2,2,AG,18,-3,1000,1050,AGRIC,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hamza,Daroub,,,
Fall2021-2022(202210),12315,NFSC,288,1,TechnologyofFoodProducts,3,3,AG,10,0,1000,1050,AGRIC,211,.,T,.,R,.,.,.,1230,1525,AGRIC,PILOTPLAN,.,T,.,.,.,.,.,Hamza,Daroub,,,
Fall2021-2022(202210),12316,NFSC,288,2,TechnologyofFoodProducts,3,3,AG,11,-1,1000,1050,AGRIC,211,.,T,.,R,.,.,.,1230,1525,AGRIC,PILOTPLAN,.,.,.,R,.,.,.,Hamza,Daroub,,,
Fall2021-2022(202210),12317,NFSC,289,1,FoodProcessingLab.,1,1,AG,14,1,1300,1558,AGRIC,PILOTPLAN,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hamza,Daroub,,,
Fall2021-2022(202210),12318,NFSC,290,1,FoodServiceManagement,3,3,AG,5,7,1100,1150,AGRIC,203,.,T,.,R,.,.,.,1200,1428,AGRIC,209,.,T,.,.,.,.,.,Jennifer,Ayoub,,,
Fall2021-2022(202210),12319,NFSC,290,2,FoodServiceManagement,3,3,AG,8,4,1100,1150,AGRIC,203,.,T,.,R,.,.,.,1200,1428,AGRIC,209,.,.,.,R,.,.,.,Jennifer,Ayoub,,,
Fall2021-2022(202210),12320,NFSC,292,1,MedicalNutritionTherapyI,3,3,AG,39,1,0745,0859,AGRIC,205,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Abir,Noureddine,,,
Fall2021-2022(202210),12321,NFSC,294,1,Med.Nut.TherapyLab.IforNTDT,1,1,AG,19,-4,1200,1428,AGRIC,210,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MarieClaire,Chamieh,,,
Fall2021-2022(202210),12322,NFSC,294,2,Med.Nut.TherapyLab.IforNTDT,1,1,AG,13,2,1200,1428,AGRIC,210,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MarieClaire,Chamieh,,,
Fall2021-2022(202210),12323,NFSC,296,1,CurrentTp:FoodSc.&Nutrition,1,1,AG,19,21,1700,1750,AGRIC,205,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Laura,Hjeij,,,
Fall2021-2022(202210),12324,NFSC,298F,1,DieteticsInternship,13,6.5,AG,7,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MarieClaire,Chamieh,,,
Fall2021-2022(202210),12325,NFSC,298I,1,Internship,2,2,AG,8,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jennifer,Ayoub,,,
Fall2021-2022(202210),12326,NFSC,298IA,1,Internship,0,0,AG,10,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jennifer,Ayoub,,,
Fall2021-2022(202210),12327,NFSC,298IB,1,Internship,0,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jennifer,Ayoub,,,
Fall2021-2022(202210),12328,NFSC,299,1,Projects:Nutrion&FoodSci.,2,2,AG,3,3,1500,1550,AGRIC,203,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12329,NFSC,299,2,Projects:Nutrion&FoodSci.,2,2,AG,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12330,NFSC,299,3,Projects:Nutrion&FoodSci.,2,2,AG,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12331,NFSC,299,4,Projects:Nutrion&FoodSci.,2,2,AG,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12332,NFSC,299,5,Projects:Nutrion&FoodSci.,2,2,AG,5,1,1500,1550,AGRIC,203,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12333,NFSC,299,6,Projects:Nutrion&FoodSci.,2,2,AG,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12334,NFSC,299,7,Projects:Nutrion&FoodSci.,2,2,AG,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12335,NFSC,299,8,Projects:Nutrion&FoodSci.,2,2,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12336,NFSC,300A,1,GraduateTutorial,1,1,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Issmat,Kassem,,,
Fall2021-2022(202210),12337,NFSC,300A,2,GraduateTutorial,1,1,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12338,NFSC,300B,1,GraduateTutorial,2,2,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Issmat,Kassem,,,
Fall2021-2022(202210),13276,NFSC,300B,2,GraduateTutorial,2,2,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),12339,NFSC,300C,1,GraduateTutorial,3,3,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12340,NFSC,300C,2,GraduateTutorial,3,3,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),12341,NFSC,301,1,Stat.MethodsforNut.&FoodSc,3,3,AG,27,-12,1000,1158,AGRIC,209,.,T,.,.,.,.,.,1031,1230,AGRIC,201,.,.,.,R,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),12342,NFSC,308,1,AdvancedTherapeuticNutrition,3,3,AG,2,2,1400,1515,AGRIC,325,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),12343,NFSC,311,1,Adv.Nutrition:MacroNutrients,3,3,AG,6,9,1300,1414,AGRIC,310,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NahlaC.,Hwalla,,,
Fall2021-2022(202210),12344,NFSC,312,1,SportsNutrition,3,3,AG,7,5,1116,1230,AGRIC,325,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie-Jacques,Fares,,,
Fall2021-2022(202210),12345,NFSC,350,1,AdvancedFoodMicrobiology,3,3,AG,7,8,1700,1815,AGRIC,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Christelle,Iskandar,,,
Fall2021-2022(202210),12346,NFSC,370,1,FoodProductDevelopment,3,3,AG,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12347,NFSC,377,1,FoodPackaging,3,3,AG,0,10,1000,1115,AGRIC,201,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12348,NFSC,395,1,GraduateSeminarinNFSC,1,1,AG,7,3,1200,1250,AGRIC,325,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12349,NFSC,396,1,ComprehensiveExam,0,0,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Issmat,Kassem,,,
Fall2021-2022(202210),12350,NFSC,396,2,ComprehensiveExam,0,0,AG,4,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),12351,NFSC,396,3,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NahlaC.,Hwalla,,,
Fall2021-2022(202210),12352,NFSC,396,4,ComprehensiveExam,0,0,AG,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),12353,NFSC,396,5,ComprehensiveExam,0,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12354,NFSC,396,6,ComprehensiveExam,0,0,AG,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Fall2021-2022(202210),13076,NFSC,396,7,ComprehensiveExam,0,0,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Fall2021-2022(202210),13316,NFSC,396,8,ComprehensiveExam,0,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ammar,Olabi,,,
Fall2021-2022(202210),12355,NFSC,399,1,MSThesis,9,7.21,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Issmat,Kassem,,,
Fall2021-2022(202210),12356,NFSC,399,2,MSThesis,9,7.21,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),12357,NFSC,399,3,MSThesis,9,7.21,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Fall2021-2022(202210),12358,NFSC,399,4,MSThesis,9,7.21,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),13084,NFSC,399,5,MSThesis,9,7.21,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Fall2021-2022(202210),13088,NFSC,399,6,MSThesis,9,7.21,AG,4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),12359,NFSC,399A,1,Thesis,9,0,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),12360,NFSC,399A,2,Thesis,9,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),12361,NFSC,399A,3,Thesis,9,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),13102,NFSC,399A,4,Thesis,9,0,AG,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Fall2021-2022(202210),13125,NFSC,399A,5,Thesis,9,0,AG,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Issmat,Kassem,,,
Fall2021-2022(202210),12362,NFSC,399B,1,M.S.Thesis,9,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Imad,Toufeili,,,
Fall2021-2022(202210),12363,NFSC,399B,2,M.S.Thesis,9,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie-Jacques,Fares,,,
Fall2021-2022(202210),12364,NFSC,399B,3,M.S.Thesis,9,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Farah,Naja,,,
Fall2021-2022(202210),12365,NFSC,399B,4,M.S.Thesis,9,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Issmat,Kassem,,,
Fall2021-2022(202210),12366,NFSC,399B,5,M.S.Thesis,9,0,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Fall2021-2022(202210),13103,NFSC,399B,6,M.S.Thesis,9,0,AG,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),13476,NFSC,399B,7,M.S.Thesis,9,0,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),12367,NFSC,399C,1,M.S.Thesis,9,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Fall2021-2022(202210),12368,NFSC,399C,2,M.S.Thesis,9,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lara,Nasreddine,,,
Fall2021-2022(202210),12369,NFSC,399C,3,M.S.Thesis,9,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Fall2021-2022(202210),13327,NFSC,399C,4,M.S.Thesis,9,0,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie-Jacques,Fares,,,
Fall2021-2022(202210),12370,NURS,200,1,IntroductiontoNursing,2,2,NU,63,2,1200,1350,HSON,AUDITORIUM,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,May,Naifeh,,,
Fall2021-2022(202210),12371,NURS,210A,1,Pathophysiology,1,1,NU,56,4,1000,1050,HSON,AUDITORIUM,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Marina,Gharibian,,,
Fall2021-2022(202210),12372,NURS,300,1,Nurs.CareofAdultsI:Th.&Pr,5,5,NU,58,2,0900,1050,HSON,102,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,AbiFakhr,12373:or12374,,
Fall2021-2022(202210),12373,NURS,300,2,Nurs.CareofAdultsI:Th.&Pr,0,0,NU,28,2,0700,1450,.,.,.,T,.,.,.,.,.,1300,1350,.,.,M,.,.,.,.,.,.,Lina,AbiFakhr,12372,,
Fall2021-2022(202210),12374,NURS,300,3,Nurs.CareofAdultsI:Th.&Pr,0,0,NU,30,0,0700,1450,.,.,.,.,.,R,.,.,.,1300,1350,.,.,.,.,W,.,.,.,.,Lina,AbiFakhr,12372,,
Fall2021-2022(202210),12375,NURS,304,1,Nurs.CareExpect.Family:Th.&Pr,5,5,NU,59,1,0900,1050,HSON,AUDITORIUM,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dina,Madi,12376:or12377,,
Fall2021-2022(202210),12376,NURS,304,2,Nurs.CareExpect.Family:Th.&Pr,0,0,NU,28,2,0700,1350,.,.,.,.,.,R,.,.,.,1300,1450,.,.,.,.,W,.,.,.,.,Dina,Madi,12375,,
Fall2021-2022(202210),12377,NURS,304,3,Nurs.CareExpect.Family:Th.&Pr,0,0,NU,31,0,0700,1350,.,.,.,T,.,.,.,.,.,1300,1450,.,.,M,.,.,.,.,.,.,Dina,Madi,12375,,
Fall2021-2022(202210),12378,NURS,400,1,CriticalCareNurs:Th.&Pract,4,4,NU,62,8,0700,1450,.,.,.,.,.,R,.,.,.,1000,1150,HSON,AUDITORIUM,.,.,W,.,.,.,.,Angala,Massouh,,,
Fall2021-2022(202210),12379,NURS,402,1,Psy.MentalHealthNu:Th.&Prac,5,5,NU,28,6,0730,1250,.,.,.,T,.,.,.,.,.,0900,1150,HSON,103,M,.,.,.,.,.,.,Ghada,NajjarAssaf,,,
Fall2021-2022(202210),12380,NURS,404,1,NursingInformatics,2,2,NU,63,7,1100,1250,HSON,AUDITORIUM,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Younan,,,
Fall2021-2022(202210),12381,NURS,406,1,NursingResearch,3,3,NU,65,5,0800,0950,HSON,AUDITORIUM,.,.,W,.,.,.,.,1600,1650,HSON,AUDITORIUM,M,.,.,.,.,.,.,Houry,Puzanian,,,
Fall2021-2022(202210),12382,NURS,408,1,Commun.HealthNurs:Th.&Pract,5,5,NU,36,0,0800,1250,.,.,.,T,.,.,.,.,.,0900,1150,HSON,104,M,.,.,.,.,.,.,Gladys,Honein,,,
Fall2021-2022(202210),12383,NURS,500,1,Theor.Conc.&EthicalFramework,2,2,NU,14,6,0900,1050,HSON,218,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nour,Alayan,,BlendedCourse,
Fall2021-2022(202210),12384,NURS,501,1,Adv.Nurs.Pract:Scope&Roles,2,2,NU,12,8,1200,1350,HSON,218,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Angala,Massouh,,BlendedCourse,
Fall2021-2022(202210),12385,NURS,504,1,AdvancedPathophysiology,3,3,NU,8,12,1100,1350,HSON,102,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Houry,Puzanian,,BlendedCourse,
Fall2021-2022(202210),12386,NURS,505A,1,Adv.Prac.inAdultGerontolo.I,4,4,NU,8,2,0800,1550,.,.,.,.,.,.,.,S,.,1200,1350,HSON,218,.,.,.,R,.,.,.,Samar,Noureddine,,,
Fall2021-2022(202210),12387,NURS,506,1,Adv.Prac.inAdultGerontol.III,4,4,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samar,Noureddine,,,
Fall2021-2022(202210),12388,NURS,507,1,EssentialsofNurs.Adm.&Mangt,2,2,NU,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Younan,,,
Fall2021-2022(202210),12389,NURS,508,1,Advan.Pract.inNurs.Administ.,4,4,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nuhad,Yazbik-Dumit,,,
Fall2021-2022(202210),12390,NURS,508,2,Advan.Pract.inNurs.Administ.,4,4,NU,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Younan,,,
Fall2021-2022(202210),12391,NURS,523,1,Adv.CommunityAssess.&Interven,3,3,NU,4,11,1200,1350,HSON,104,.,.,.,R,.,.,.,1500,1650,.,.,.,.,.,R,.,.,.,Gladys,Honein,,,
Fall2021-2022(202210),13116,NURS,524,1,Cl.Res.inPub.&Com.HealthCare,4,4,NU,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Gladys,Honein,,,
Fall2021-2022(202210),12392,NURS,526,1,ComprehensiveExam,0,0,NU,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samar,Noureddine,,,
Fall2021-2022(202210),12393,NURS,527,1,Sys.Appr.toDev.&Eval.H.Car,3,3,NU,13,2,0900,1150,HSON,218,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nuhad,Yazbik-Dumit,,BlendedCourse,
Fall2021-2022(202210),12394,NURS,530,1,Stat.Reason.&Appl.inNur.Reas.,2,2,NU,12,8,0900,1050,HSON,102,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Souha,Fares,,BlendedCourse,
Fall2021-2022(202210),12395,NURS,531,1,Pract.Appl.ofBudgetinginNur,1,1,NU,6,14,1300,1350,HSON,218,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Younan,,BlendedCourse,
Fall2021-2022(202210),12396,NURS,598,1,Project,3,3,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samar,Noureddine,,,
Fall2021-2022(202210),12397,NURS,598,2,Project,3,3,NU,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Younan,,,
Fall2021-2022(202210),12398,NURS,598,3,Project,3,3,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nuhad,Yazbik-Dumit,,,
Fall2021-2022(202210),12399,NURS,598,4,Project,3,3,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Gladys,Honein,,,
Fall2021-2022(202210),12400,NURS,598,5,Project,3,3,NU,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Laila,Farhoud,,,
Fall2021-2022(202210),13131,NURS,598A,1,Project,3,0,NU,5,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Gladys,Honein,,,
Fall2021-2022(202210),13162,NURS,598A,2,Project,3,0,NU,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Angala,Massouh,,,
Fall2021-2022(202210),13386,NURS,598B,1,Project,3,1,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nuhad,Yazbik-Dumit,,,
Fall2021-2022(202210),12401,NURS,599,1,Thesis,6,6,NU,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nuhad,Yazbik-Dumit,,,
Fall2021-2022(202210),12402,NURS,599,2,Thesis,6,6,NU,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samar,Noureddine,,,
